PHONE_ID,PHONE_TOESTELMERK,PHONE_MODEL,PHONE_TITLE,PHONE_TITLE_DETAILS,PHONE_TILDSDUUR,PHONE_GARANTIE,PHONE_PRICE,CURRENT_LINK
3664,Samsung,Galaxy Fame GT-S6790,"LCD vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3665,Samsung,Galaxy Fame GT-S6790,"Touchscreen vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3666,Samsung,Galaxy Fame GT-S6790,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",5 werkdagen,6 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3667,Samsung,Galaxy Fame GT-S6790,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3668,Samsung,Galaxy Fame GT-S6790,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3669,Samsung,Galaxy Fame GT-S6790,"Camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3670,Samsung,Galaxy Fame GT-S6790,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3671,Samsung,Galaxy Fame GT-S6790,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3672,Samsung,Galaxy Fame GT-S6790,"Accu vervangen
","Laadt uw Samsung niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar.",Direct,3 maanden,€ 20.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3673,Samsung,Galaxy Fame GT-S6790,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3674,Samsung,Galaxy Fame GT-S6790,"Anders
",Omschrijf uw klacht zo duidelijk mogelijk in de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-fame-gt-s6790
3675,Samsung,Galaxy Gio S5660,"LCD Vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3676,Samsung,Galaxy Gio S5660,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",5 dagen,6 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3677,Samsung,Galaxy Gio S5660,"Touchscreen glas vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur,Levenslang,€ 39.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3678,Samsung,Galaxy Gio S5660,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.

Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 Werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3679,Samsung,Galaxy Gio S5660,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel? Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden. Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten.
 
De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3680,Samsung,Galaxy Gio S5660,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3681,Samsung,Galaxy Gio S5660,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3682,Samsung,Galaxy Gio S5660,"Camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3683,Samsung,Galaxy Gio S5660,"Accu vervangen
","Laadt uw Samsung niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 20.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3684,Samsung,Galaxy Gio S5660,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 15.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3685,Samsung,Galaxy Gio S5660,"Anders
",Omschrijf uw klacht zo duidelijk mogelijk in de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-gio-s5660
3686,Samsung,Galaxy Core Prime SM-G360F,"LCD display vervangen
","Het LCD display zit onder het touchscreen, als uw lcd display defect is zult u geen beeld meer hebben,het scherm kan geheel wit zijn of lijnne weergeven, bij een breuk in het lcd scherm ziet u zwarte/ of grijze vlekken.  U Krijgt 3 maanden garantie en wij",1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-prime-sm-g360f
3687,Samsung,Galaxy Core Prime SM-G360F,"Touchscreen glas vervangen (Originele Onderdeel)
",Het touchscreen is de glasplaat met daaronder tegenaan de digitizer. Deze dient vervangen te worden wanneer het glas gebroken is en/of het scherm niet meer reageert op aanraking.,1 uur Alleen op afspraak,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-prime-sm-g360f
3688,Samsung,Galaxy Core Prime SM-G360F,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur,Levenslang,€ 39.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-prime-sm-g360f
3689,Samsung,Galaxy Core Prime SM-G360F,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.

Dit alles binnen 1 werkdag. 98% Kans op volledig herstel na waterschade.",1 Werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-prime-sm-g360f
3690,Samsung,Galaxy Core Prime SM-G360F,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur Alleen op afspraak,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-prime-sm-g360f
3691,Samsung,Galaxy Core GT-i8260,"LCD vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3692,Samsung,Galaxy Core GT-i8260,"Touchscreen glas vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3693,Samsung,Galaxy Core GT-i8260,"Oplaad connector vervangen
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,5 werkdagen,6 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3694,Samsung,Galaxy Core GT-i8260,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3695,Samsung,Galaxy Core GT-i8260,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel? Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden. Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten.
 
De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3696,Samsung,Galaxy Core GT-i8260,"Camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3697,Samsung,Galaxy Core GT-i8260,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3698,Samsung,Galaxy Core GT-i8260,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3699,Samsung,Galaxy Core GT-i8260,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3700,Samsung,Galaxy Core GT-i8260,"Anders
",Omschrijf uw klacht zo duidelijk mogelijk in de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-gt-i8260
3701,Samsung,Galaxy Core II,"LCD vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 79.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3702,Samsung,Galaxy Core II,"Touchscreen vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3703,Samsung,Galaxy Core II,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,6 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3704,Samsung,Galaxy Core II,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel? Veel mensen weten niet dat de kosten voor het reparatie van het toestel vaak bij de verzekering gedeclareerd kunnen worden. Bij ons kunt u terecht voor een officiële factuur van de reparatiekosten.

De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3705,Samsung,Galaxy Core II,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3706,Samsung,Galaxy Core II,"Achter camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3707,Samsung,Galaxy Core II,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3708,Samsung,Galaxy Core II,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3709,Samsung,Galaxy Core II,"Accu vervangen
","Laadt uw Samsung niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar.",Direct,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3710,Samsung,Galaxy Core II,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-core-ii
3711,Samsung,Galaxy Ace 3 S7275,"LCD vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 69.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3712,Samsung,Galaxy Ace 3 S7275,"Touchscreen glas vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3713,Samsung,Galaxy Ace 3 S7275,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",5 dagen,6 maanden,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3714,Samsung,Galaxy Ace 3 S7275,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel? Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden. Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten.
 
De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3715,Samsung,Galaxy Ace 3 S7275,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3716,Samsung,Galaxy Ace 3 S7275,"Achter camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 30.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3717,Samsung,Galaxy Ace 3 S7275,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3718,Samsung,Galaxy Ace 3 S7275,"Accu vervangen
","Laadt uw Samsung niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar.",Direct,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3719,Samsung,Galaxy Ace 3 S7275,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,Direct,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3720,Samsung,Galaxy Ace 3 S7275,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3721,Samsung,Galaxy Ace 3 S7275,"Anders
",Omschrijf uw klacht zo duidelijk mogelijk in de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-3-s7275
3722,Samsung,Galaxy Ace 4,"LCD vervangen
",Wanneer uw Samsung toestel val of druk schade heeft kan het voorkomen dat het touchscreen geen barsten bevat maar het LCD daaronder wel. Dit resulteert in geen of slecht beeld bijvoorbeeld lijnen of zwarte vlekken.,1 uur alleen op afspraak,Levenslang,€ 79.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3723,Samsung,Galaxy Ace 4,"Touchscreen glas vervangen
","Wanneer uw Samsung een glasbreuk of een niet werkend Touchscreen heeft dient ze vervangen te worden, wij vervangen dit voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 69.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3724,Samsung,Galaxy Ace 4,"Achter camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3725,Samsung,Galaxy Ace 4,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel? Veel mensen weten niet dat de kosten voor het reparatie van het toestel vaak bij de verzekering gedeclareerd kunnen worden. Bij ons kunt u terecht voor een officiële factuur van de reparatiekosten.

De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3726,Samsung,Galaxy Ace 4,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 dag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3727,Samsung,Galaxy Ace 4,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3728,Samsung,Galaxy Ace 4,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,6 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3729,Samsung,Galaxy Ace 4,"Accu vervangen
","Laadt uw Samsung niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar.",Direct,3 maanden,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3730,Samsung,Galaxy Ace 4,"Achterkant/backcover vervangen
","Wanneer uw Samsung beschadigingen heeft aan de achterkant, dan kunnen we deze voor uw vervangen.",Direct,3 maanden,€ 19.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-ace-4
3731,Samsung,Galaxy Nexus I9250,"Touchscreen glas vervangen
","Wanneer uw Samsung een glasbreuk, niet werkend touchscreen of defect lcd display heeft (wit of zwarte vlekken/strepen) dan dient het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 159.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3732,Samsung,Galaxy Nexus I9250,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de defecte oplaad connector module vervangen voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,6 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3733,Samsung,Galaxy Nexus I9250,"Microfoon vervangen
","Bent u voor uw gesprekspartner niet of slecht te verstaan dan dient u de microfoon te laten vervangen, wij vervangen deze module voor een nieuw, origineel exemplaar.",1 uur alleen op afspraak,6 maanden,€ 49.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3734,Samsung,Galaxy Nexus I9250,"Achter camera vervangen
","Werkt de achter camera van uw Samsung niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de defecte camera-unit inclusief de flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 45.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3735,Samsung,Galaxy Nexus I9250,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3736,Samsung,Galaxy Nexus I9250,"Software herstel
",Komt uw Samsung niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt het toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3737,Samsung,Galaxy Nexus I9250,"Waterschade reparatie
"," Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.

Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 Werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3738,Samsung,Galaxy Nexus I9250,"Luidspreker
","Heeft u problemen met uw Samsung met het horen van bijvoorbeeld uw ringtone of muziek, werkt deze niet of hoort u geruis? Bij deze reparatie wordt de luidspreker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 29.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
3739,Samsung,Galaxy Nexus I9250,"Accu vervangen
","Met deze accu nieuwe Originele Samaung accu kunt u weer onbezorgd dag en nacht bereikbaar zijn.

En omdat over de kwaliteit van de Samsung batterij geen twijfel mag bestaan, krijgt u bij DoctorPhone maarliefst 3 maanden garantie op de werking van deze batterij.",Direct,,€ 25.00,https://www.doctorphone.nl/reparatie-samsung-galaxy-nexus-i9250
